DEPT	AC	GR	SP	DEN	por	per	sw
2547.375	105.593	55.552	-201.445	2.256	10.5593	5.5552	5.5552
2547.5	103.954	53.752	-201.237	2.25	10.3954	5.3752	5.3752
2547.625	102.459	52.154	-201.382	2.247	10.2459	5.2154	5.2154
2547.75	101.955	52.092	-201.445	2.237	10.1955	5.2092	5.2092
2547.875	102.177	53.389	-201.326	2.22	10.2177	5.3389	5.3389
2548	102.552	54.96	-201.167	2.206	10.2552	5.496	5.496
2548.125	105.464	56.93	-200.962	2.192	10.5464	5.693	5.693
2548.25	108.444	57.887	-201.164	2.187	10.8444	5.7887	5.7887
2548.375	109.586	57.69	-201.046	2.185	10.9586	5.769	5.769
2548.5	109.992	58.62	-200.898	2.191	10.9992	5.862	5.862
2548.625	110.389	56.776	-200.972	2.204	11.0389	5.6776	5.6776
2548.75	109.889	55.945	-201.125	2.221	10.9889	5.5945	5.5945
2548.875	108.002	54.253	-201.177	2.232	10.8002	5.4253	5.4253
2549	106.922	52.347	-201.389	2.248	10.6922	5.2347	5.2347
2549.125	105.804	51.969	-201.761	2.256	10.5804	5.1969	5.1969
2549.25	104.95	53.657	-201.973	2.255	10.495	5.3657	5.3657
2549.375	104.955	53.295	-201.492	2.249	10.4955	5.3295	5.3295
2549.5	104.996	52.603	-199.492	2.231	10.4996	5.2603	5.2603
2549.625	105.896	51.809	-198.939	2.231	10.5896	5.1809	5.1809
2549.75	106.257	51.173	-198.6	2.235	10.6257	5.1173	5.1173
2549.875	106.261	51.271	-198.389	2.236	10.6261	5.1271	5.1271
2550	105.787	55.127	-198.352	2.231	10.5787	5.5127	5.5127
2550.125	104.334	54.153	-198.518	2.219	10.4334	5.4153	5.4153
2550.25	108.354	55.231	-199.082	2.214	10.8354	5.5231	5.5231
2550.375	106.728	55.818	-199.229	2.219	10.6728	5.5818	5.5818
2550.5	105.868	52.743	-199.402	2.217	10.5868	5.2743	5.2743
2550.625	105.272	53.813	-199.409	2.21	10.5272	5.3813	5.3813
2550.75	103.421	54.184	-198.99	2.203	10.3421	5.4184	5.4184
2550.875	104.816	54.603	-198.529	2.189	10.4816	5.4603	5.4603
2551	103.092	55.146	-198.837	2.19	10.3092	5.5146	5.5146
2551.125	103.11	55.605	-199.196	2.187	10.311	5.5605	5.5605
2551.25	103.028	55.62	-199.503	2.181	10.3028	5.562	5.562
2551.375	102.969	55.647	-199.774	2.18	10.2969	5.5647	5.5647
2551.5	105.221	57.053	-200.085	2.186	10.5221	5.7053	5.7053
2551.625	108.052	58.394	-200.444	2.19	10.8052	5.8394	5.8394
2551.75	108.5	60.133	-201.275	2.199	10.85	6.0133	6.0133
2551.875	108.347	62.28	-201.975	2.208	10.8347	6.228	6.228
2552	106.873	62.295	-202.416	2.221	10.6873	6.2295	6.2295
2552.125	104.596	60.848	-202.747	2.235	10.4596	6.0848	6.0848
2552.25	106.729	60.818	-203.414	2.229	10.6729	6.0818	6.0818
2552.375	106.404	61.041	-203.438	2.217	10.6404	6.1041	6.1041
2552.5	107.524	62.401	-203.285	2.194	10.7524	6.2401	6.2401
2552.625	107.132	66.274	-202.998	2.178	10.7132	6.6274	6.6274
2552.75	106.229	64.648	-202.734	2.181	10.6229	6.4648	6.4648
2552.875	107.646	65.584	-202.674	2.205	10.7646	6.5584	6.5584
2553	102.477	62.636	-202.52	2.224	10.2477	6.2636	6.2636
2553.125	97.2	58.103	-202.456	2.25	9.72	5.8103	5.8103
2553.25	91.695	53.968	-202.604	2.307	9.1695	5.3968	5.3968
2553.375	87.597	47.672	-202.816	2.381	8.7597	4.7672	4.7672
2553.5	85.321	42.044	-203.046	2.434	8.5321	4.2044	4.2044
2553.625	82.367	39.474	-203.559	2.399	8.2367	3.9474	3.9474
2553.75	84.629	38.151	-203.817	2.346	8.4629	3.8151	3.8151
2553.875	85.689	37.776	-203.796	2.287	8.5689	3.7776	3.7776
2554	87.479	38.417	-203.693	2.247	8.7479	3.8417	3.8417
2554.125	87.293	36.824	-203.711	2.234	8.7293	3.6824	3.6824
2554.25	81.578	36.846	-204.004	2.241	8.1578	3.6846	3.6846
2554.375	76.696	37.633	-204.568	2.275	7.6696	3.7633	3.7633
2554.5	75.205	40.06	-204.625	2.333	7.5205	4.006	4.006
2554.625	74.961	43.472	-204.833	2.368	7.4961	4.3472	4.3472
2554.75	76.387	44.887	-205.563	2.372	7.6387	4.4887	4.4887
2554.875	78.6	47.288	-206.512	2.352	7.86	4.7288	4.7288
2555	78.701	47.691	-206.561	2.33	7.8701	4.7691	4.7691
2555.125	83.87	48.773	-206.458	2.321	8.387	4.8773	4.8773
2555.25	83.093	50.583	-206.52	2.311	8.3093	5.0583	5.0583
2555.375	82.962	52.322	-206.563	2.311	8.2962	5.2322	5.2322
2555.5	82.375	54.841	-206.451	2.326	8.2375	5.4841	5.4841
2555.625	78.627	54.47	-206.128	2.352	7.8627	5.447	5.447
2555.75	76.74	52.571	-205.718	2.39	7.674	5.2571	5.2571
2555.875	73.106	50.308	-205.545	2.441	7.3106	5.0308	5.0308
2556	69.31	49.164	-204.49	2.471	6.931	4.9164	4.9164
2556.125	68.228	50.716	-202.781	2.47	6.8228	5.0716	5.0716
2556.25	71.219	55.496	-201.217	2.437	7.1219	5.5496	5.5496
2556.375	77.269	57.482	-200.856	2.382	7.7269	5.7482	5.7482
2556.5	79.813	59.438	-200.446	2.35	7.9813	5.9438	5.9438
2556.625	85.278	59.539	-199.993	2.35	8.5278	5.9539	5.9539
2556.75	86.65	57.03	-199.875	2.369	8.665	5.703	5.703
2556.875	85.698	58.56	-200.058	2.403	8.5698	5.856	5.856
2557	84.601	57.595	-200.383	2.447	8.4601	5.7595	5.7595
2557.125	77.627	57.908	-200.793	2.493	7.7627	5.7908	5.7908
2557.25	78.082	56.846	-201.153	2.509	7.8082	5.6846	5.6846
2557.375	73.462	54.108	-200.875	2.486	7.3462	5.4108	5.4108
2557.5	71.304	51.807	-200.573	2.447	7.1304	5.1807	5.1807
2557.625	78.461	51.043	-200.575	2.409	7.8461	5.1043	5.1043
2557.75	95.711	52.089	-200.858	2.381	9.5711	5.2089	5.2089
2557.875	87.095	54.313	-201.474	2.39	8.7095	5.4313	5.4313
2558	85.359	55.201	-201.606	2.393	8.5359	5.5201	5.5201
2558.125	85.202	54.112	-201.364	2.399	8.5202	5.4112	5.4112
2558.25	86.81	55.331	-201.125	2.402	8.681	5.5331	5.5331
2558.375	89.277	55.968	-201.217	2.397	8.9277	5.5968	5.5968
2558.5	86.651	57.391	-201.679	2.384	8.6651	5.7391	5.7391
2558.625	87.083	57.248	-201.486	2.352	8.7083	5.7248	5.7248
2558.75	88.603	55.821	-201.632	2.321	8.8603	5.5821	5.5821
2558.875	89.161	55.294	-201.722	2.303	8.9161	5.5294	5.5294
2559	88.813	57.557	-202.049	2.296	8.8813	5.7557	5.7557
2559.125	88.992	60.966	-202.823	2.29	8.8992	6.0966	6.0966
2559.25	90.387	60.749	-200.464	2.301	9.0387	6.0749	6.0749
2559.375	92.651	58.936	-197.516	2.307	9.2651	5.8936	5.8936
2559.5	94.404	57.007	-197.964	2.31	9.4404	5.7007	5.7007
2559.625	96.113	53.375	-199.21	2.312	9.6113	5.3375	5.3375
2559.75	98.09	51.968	-199.064	2.314	9.809	5.1968	5.1968
2559.875	99.778	48.352	-198.252	2.317	9.9778	4.8352	4.8352
2560	96.947	43.872	-198.868	2.329	9.6947	4.3872	4.3872
2560.125	91.151	40.27	-198.557	2.36	9.1151	4.027	4.027
2560.25	85.409	39.047	-198.254	2.385	8.5409	3.9047	3.9047
2560.375	80.551	40.267	-198.669	2.401	8.0551	4.0267	4.0267
2560.5	78.879	42.734	-199.921	2.414	7.8879	4.2734	4.2734
2560.625	95.781	45.277	-200.28	2.431	9.5781	4.5277	4.5277
2560.75	89.981	48.551	-199.472	2.431	8.9981	4.8551	4.8551
2560.875	91.755	52.891	-199.258	2.411	9.1755	5.2891	5.2891
2561	96.978	57.928	-198.925	2.37	9.6978	5.7928	5.7928
2561.125	101.767	63.762	-198.247	2.317	10.1767	6.3762	6.3762
2561.25	108.302	64.617	-197.966	2.281	10.8302	6.4617	6.4617
2561.375	114.046	63.793	-196.991	2.258	11.4046	6.3793	6.3793
2561.5	109.988	61.902	-197.563	2.25	10.9988	6.1902	6.1902
2561.625	106.375	58.902	-198.181	2.253	10.6375	5.8902	5.8902
2561.75	102.466	56.088	-198.226	2.263	10.2466	5.6088	5.6088
2561.875	96.019	52.732	-197.79	2.278	9.6019	5.2732	5.2732
2562	94.542	51.104	-198.047	2.286	9.4542	5.1104	5.1104
2562.125	96.258	51.152	-200.274	2.284	9.6258	5.1152	5.1152
2562.25	98.569	52.79	-201.675	2.271	9.8569	5.279	5.279
2562.375	100.436	55.845	-201.803	2.259	10.0436	5.5845	5.5845
2562.5	102.135	56.876	-201.048	2.257	10.2135	5.6876	5.6876
2562.625	104.868	59.24	-200.343	2.266	10.4868	5.924	5.924
2562.75	106.755	58.456	-199.83	2.274	10.6755	5.8456	5.8456
2562.875	107.81	56.086	-199.62	2.288	10.781	5.6086	5.6086
2563	109.121	54.551	-198.894	2.295	10.9121	5.4551	5.4551
2563.125	108.806	53.629	-198.58	2.299	10.8806	5.3629	5.3629
2563.25	105.562	57.255	-199.354	2.298	10.5562	5.7255	5.7255
2563.375	101.541	59.664	-199.918	2.267	10.1541	5.9664	5.9664
2563.5	106.071	60.977	-199.839	2.234	10.6071	6.0977	6.0977
2563.625	107.178	61.925	-198.856	2.232	10.7178	6.1925	6.1925
2563.75	110.064	63.088	-197.871	2.26	11.0064	6.3088	6.3088
2563.875	110.317	61.937	-197.755	2.293	11.0317	6.1937	6.1937
2564	99.762	59.174	-198.953	2.297	9.9762	5.9174	5.9174
2564.125	101.567	55.247	-199.825	2.303	10.1567	5.5247	5.5247
2564.25	103.012	52.019	-200.471	2.311	10.3012	5.2019	5.2019
2564.375	100.618	50.684	-200.721	2.325	10.0618	5.0684	5.0684
2564.5	96.241	50.509	-200.596	2.344	9.6241	5.0509	5.0509
2564.625	92.556	50.719	-200.345	2.366	9.2556	5.0719	5.0719
2564.75	91.161	50.405	-200.499	2.384	9.1161	5.0405	5.0405
2564.875	89.196	50.099	-200.754	2.408	8.9196	5.0099	5.0099
2565	89.036	49.124	-200.852	2.415	8.9036	4.9124	4.9124
2565.125	90.042	46.768	-201.387	2.416	9.0042	4.6768	4.6768
2565.25	90.802	45.925	-202.241	2.415	9.0802	4.5925	4.5925
2565.375	90.275	43.571	-202.881	2.417	9.0275	4.3571	4.3571
2565.5	91.342	43.728	-202.932	2.411	9.1342	4.3728	4.3728
2565.625	91.671	44.295	-202.707	2.402	9.1671	4.4295	4.4295
2565.75	92.167	44.138	-202.764	2.382	9.2167	4.4138	4.4138
2565.875	92.895	44.905	-201.352	2.36	9.2895	4.4905	4.4905
2566	93.794	43.872	-198.874	2.342	9.3794	4.3872	4.3872
2566.125	94.802	44.333	-199.135	2.328	9.4802	4.4333	4.4333
2566.25	94.925	45.56	-199.648	2.336	9.4925	4.556	4.556
2566.375	95.64	46.449	-199.996	2.345	9.564	4.6449	4.6449
2566.5	95.928	46.161	-199.647	2.352	9.5928	4.6161	4.6161
2566.625	95.835	45.34	-198.939	2.357	9.5835	4.534	4.534
2566.75	96.174	45.636	-198.507	2.359	9.6174	4.5636	4.5636
2566.875	98.758	48.181	-198.559	2.364	9.8758	4.8181	4.8181
2567	100.656	51.099	-198.704	2.338	10.0656	5.1099	5.1099
2567.125	103.485	52.895	-198.966	2.312	10.3485	5.2895	5.2895
2567.25	105.609	53.13	-198.976	2.287	10.5609	5.313	5.313
2567.375	105.905	52.69	-198.696	2.27	10.5905	5.269	5.269
2567.5	104.41	53.081	-198.505	2.279	10.441	5.3081	5.3081
2567.625	102.564	53.145	-198.607	2.309	10.2564	5.3145	5.3145
2567.75	100.581	53.093	-198.752	2.35	10.0581	5.3093	5.3093
2567.875	98.4	53.455	-198.938	2.38	9.84	5.3455	5.3455
2568	97.353	54.271	-199.223	2.383	9.7353	5.4271	5.4271
2568.125	98.438	57.083	-199.615	2.357	9.8438	5.7083	5.7083
2568.25	100.408	56.947	-199.923	2.331	10.0408	5.6947	5.6947
2568.375	99.329	57.115	-200.28	2.319	9.9329	5.7115	5.7115
2568.5	100.893	58.072	-200.562	2.316	10.0893	5.8072	5.8072
2568.625	101.181	58.009	-200.609	2.311	10.1181	5.8009	5.8009
2568.75	99.293	62.035	-200.56	2.303	9.9293	6.2035	6.2035
2568.875	97.534	61.012	-200.754	2.303	9.7534	6.1012	6.1012
2569	97.329	59.128	-200.805	2.303	9.7329	5.9128	5.9128
2569.125	96.737	56.95	-200.593	2.307	9.6737	5.695	5.695
2569.25	96.578	55.367	-200.435	2.314	9.6578	5.5367	5.5367
2569.375	97.25	57.789	-200.396	2.322	9.725	5.7789	5.7789
2569.5	98.637	58.935	-200.438	2.325	9.8637	5.8935	5.8935
2569.625	99.827	58.76	-200.438	2.314	9.9827	5.876	5.876
2569.75	99.73	55.204	-200.087	2.299	9.973	5.5204	5.5204
2569.875	99.482	50.527	-199.883	2.3	9.9482	5.0527	5.0527
2570	98.729	48.814	-200.144	2.329	9.8729	4.8814	4.8814
2570.125	97.461	46.764	-200.645	2.374	9.7461	4.6764	4.6764
2570.25	95.79	46.617	-200.88	2.408	9.579	4.6617	4.6617
2570.375	92.795	46.892	-200.932	2.406	9.2795	4.6892	4.6892
2570.5	93.975	47.631	-200.44	2.37	9.3975	4.7631	4.7631
2570.625	94.795	49.563	-199.944	2.342	9.4795	4.9563	4.9563
2570.75	96.608	53.948	-199.916	2.326	9.6608	5.3948	5.3948
2570.875	100.134	55.114	-200.51	2.315	10.0134	5.5114	5.5114
2571	103.358	57.419	-201.372	2.299	10.3358	5.7419	5.7419
2571.125	104.712	57.456	-201.013	2.283	10.4712	5.7456	5.7456
2571.25	105	56.338	-201.219	2.266	10.5	5.6338	5.6338
2571.375	105.863	56.407	-201.433	2.248	10.5863	5.6407	5.6407
2571.5	107.008	54.067	-201.589	2.222	10.7008	5.4067	5.4067
2571.625	107.438	53.391	-201.872	2.185	10.7438	5.3391	5.3391
2571.75	107.725	53.094	-202.334	2.167	10.7725	5.3094	5.3094
2571.875	107.076	53.437	-202.328	2.177	10.7076	5.3437	5.3437
2572	106.027	54.483	-202.383	2.203	10.6027	5.4483	5.4483
2572.125	105.633	55.738	-202.438	2.227	10.5633	5.5738	5.5738
2572.25	105.896	55.016	-202.477	2.239	10.5896	5.5016	5.5016
2572.375	105.511	56.568	-202.623	2.24	10.5511	5.6568	5.6568
2572.5	105.839	58.725	-202.572	2.257	10.5839	5.8725	5.8725
2572.625	108.105	60.72	-202.604	2.253	10.8105	6.072	6.072
2572.75	109.078	61.662	-202.564	2.222	10.9078	6.1662	6.1662
2572.875	108.517	59.073	-202.519	2.182	10.8517	5.9073	5.9073
2573	107.492	56.025	-202.571	2.157	10.7492	5.6025	5.6025
2573.125	107.122	52.858	-202.622	2.148	10.7122	5.2858	5.2858
2573.25	106.059	51.988	-202.721	2.163	10.6059	5.1988	5.1988
2573.375	104.305	53.072	-202.861	2.177	10.4305	5.3072	5.3072
2573.5	101.392	53.124	-202.963	2.198	10.1392	5.3124	5.3124
2573.625	97.196	52.198	-203.014	2.233	9.7196	5.2198	5.2198
2573.75	92.258	49.208	-203.072	2.282	9.2258	4.9208	4.9208
2573.875	90.74	46.455	-203.226	2.323	9.074	4.6455	4.6455
2574	91.432	44.887	-203.379	2.356	9.1432	4.4887	4.4887
2574.125	92.31	44.537	-203.501	2.365	9.231	4.4537	4.4537
2574.25	92.833	44.35	-203.645	2.357	9.2833	4.435	4.435
2574.375	92.924	45.799	-203.888	2.343	9.2924	4.5799	4.5799
2574.5	92.514	46.891	-204.298	2.326	9.2514	4.6891	4.6891
2574.625	93.968	47.691	-204.609	2.332	9.3968	4.7691	4.7691
2574.75	94.472	48.066	-204.802	2.338	9.4472	4.8066	4.8066
2574.875	95.372	47.801	-204.902	2.338	9.5372	4.7801	4.7801
2575	96.627	47.695	-204.953	2.323	9.6627	4.7695	4.7695
2575.125	97.244	49.328	-204.991	2.288	9.7244	4.9328	4.9328
2575.25	98.31	50.22	-204.888	2.262	9.831	5.022	5.022
2575.375	97.915	50.508	-204.83	2.248	9.7915	5.0508	5.0508
2575.5	97.727	50.237	-204.846	2.247	9.7727	5.0237	5.0237
2575.625	96.829	48.253	-204.809	2.255	9.6829	4.8253	4.8253
2575.75	95.246	46.737	-204.677	2.272	9.5246	4.6737	4.6737
2575.875	95.697	46.612	-204.625	2.305	9.5697	4.6612	4.6612
2576	95.863	46.946	-204.574	2.344	9.5863	4.6946	4.6946
2576.125	94.916	47.698	-204.483	2.35	9.4916	4.7698	4.7698
2576.25	94.259	49.002	-204.324	2.339	9.4259	4.9002	4.9002
2576.375	94.467	48.826	-204.153	2.322	9.4467	4.8826	4.8826
2576.5	95.097	47.865	-204.057	2.306	9.5097	4.7865	4.7865
2576.625	93.333	46.636	-204.005	2.302	9.3333	4.6636	4.6636
2576.75	94.069	46.818	-203.908	2.288	9.4069	4.6818	4.6818
2576.875	96.04	49.342	-203.771	2.273	9.604	4.9342	4.9342
2577	98.593	53.626	-203.664	2.262	9.8593	5.3626	5.3626
2577.125	100.078	55.232	-203.637	2.26	10.0078	5.5232	5.5232
2577.25	97.69	56.153	-203.693	2.268	9.769	5.6153	5.6153
2577.375	94.9	55.475	-203.949	2.293	9.49	5.5475	5.5475
2577.5	95.138	54.518	-204.123	2.302	9.5138	5.4518	5.4518
2577.625	94.523	54.317	-204.277	2.316	9.4523	5.4317	5.4317
2577.75	93.489	50.86	-204.431	2.342	9.3489	5.086	5.086
2577.875	93.84	49.638	-204.607	2.376	9.384	4.9638	4.9638
2578	94.825	48.246	-204.915	2.415	9.4825	4.8246	4.8246
2578.125	91.299	48.171	-205.27	2.44	9.1299	4.8171	4.8171
2578.25	92.146	48.791	-205.483	2.438	9.2146	4.8791	4.8791
2578.375	93.819	47.067	-205.488	2.417	9.3819	4.7067	4.7067
2578.5	94.249	46.469	-205.321	2.385	9.4249	4.6469	4.6469
2578.625	94.692	47.453	-205.111	2.357	9.4692	4.7453	4.7453
2578.75	96.579	48.208	-204.803	2.338	9.6579	4.8208	4.8208
2578.875	95.813	49.963	-204.453	2.318	9.5813	4.9963	4.9963
2579	97.55	52.91	-204.031	2.296	9.755	5.291	5.291
2579.125	100.281	51.398	-203.79	2.277	10.0281	5.1398	5.1398
2579.25	101.448	52.477	-203.84	2.261	10.1448	5.2477	5.2477
2579.375	102.31	50.702	-203.635	2.233	10.231	5.0702	5.0702
2579.5	100.981	50.141	-203.381	2.197	10.0981	5.0141	5.0141
2579.625	102.83	51.767	-203.124	2.167	10.283	5.1767	5.1767
2579.75	104.974	53.581	-203.053	2.152	10.4974	5.3581	5.3581
2579.875	106.457	57.154	-203.11	2.152	10.6457	5.7154	5.7154
2580	108.363	59.127	-203.074	2.16	10.8363	5.9127	5.9127
2580.125	110.496	60.461	-203.228	2.175	11.0496	6.0461	6.0461
2580.25	110.73	60.808	-202.987	2.186	11.073	6.0808	6.0808
2580.375	111.536	59.992	-202.744	2.192	11.1536	5.9992	5.9992
2580.5	111.648	58.852	-202.732	2.191	11.1648	5.8852	5.8852
2580.625	110.613	54.71	-202.948	2.184	11.0613	5.471	5.471
2580.75	111.679	52.012	-202.999	2.177	11.1679	5.2012	5.2012
2580.875	106.431	49.926	-203	2.177	10.6431	4.9926	4.9926
2581	103.431	48.751	-203.233	2.21	10.3431	4.8751	4.8751
2581.125	101.734	48.989	-203.596	2.241	10.1734	4.8989	4.8989
2581.25	100.371	47.089	-203.974	2.265	10.0371	4.7089	4.7089
2581.375	98.747	45.697	-204.266	2.289	9.8747	4.5697	4.5697
2581.5	97.27	45.929	-204.42	2.293	9.727	4.5929	4.5929
2581.625	96.702	47.048	-204.438	2.289	9.6702	4.7048	4.7048
2581.75	96.768	48.476	-204.369	2.277	9.6768	4.8476	4.8476
2581.875	98.064	50.523	-204.244	2.262	9.8064	5.0523	5.0523
2582	100.623	50.698	-204.09	2.244	10.0623	5.0698	5.0698
2582.125	103.355	52.712	-203.937	2.217	10.3355	5.2712	5.2712
2582.25	104.012	53.258	-203.834	2.185	10.4012	5.3258	5.3258
2582.375	106.157	52.558	-203.651	2.148	10.6157	5.2558	5.2558
2582.5	106.224	52.347	-203.446	2.113	10.6224	5.2347	5.2347
2582.625	106.47	52.441	-203.295	2.084	10.647	5.2441	5.2441
2582.75	109.78	53.726	-203.237	2.067	10.978	5.3726	5.3726
2582.875	108.098	55.123	-203.134	2.076	10.8098	5.5123	5.5123
2583	109.294	56.219	-203.125	2.074	10.9294	5.6219	5.6219
2583.125	106.545	57.227	-203.196	2.082	10.6545	5.7227	5.7227
2583.25	106.679	58.859	-203.274	2.102	10.6679	5.8859	5.8859
2583.375	109.865	58.096	-203.326	2.131	10.9865	5.8096	5.8096
2583.5	106.363	55.214	-203.375	2.165	10.6363	5.5214	5.5214
2583.625	102.466	52.878	-203.375	2.18	10.2466	5.2878	5.2878
2583.75	97.63	51.934	-203.5	2.207	9.763	5.1934	5.1934
2583.875	94.402	52.054	-203.806	2.248	9.4402	5.2054	5.2054
2584	91.913	51.812	-204.12	2.3	9.1913	5.1812	5.1812
2584.125	89.332	50.039	-204.29	2.348	8.9332	5.0039	5.0039
2584.25	90.48	48.925	-204.547	2.358	9.048	4.8925	4.8925
2584.375	86.396	49.045	-204.899	2.351	8.6396	4.9045	4.9045
2584.5	86.713	49.651	-205.221	2.329	8.6713	4.9651	4.9651
2584.625	87.082	49.074	-205.452	2.319	8.7082	4.9074	4.9074
2584.75	85.692	48.101	-205.534	2.327	8.5692	4.8101	4.8101
2584.875	84.454	47.259	-205.428	2.333	8.4454	4.7259	4.7259
2585	83.715	47.876	-205.274	2.334	8.3715	4.7876	4.7876
2585.125	82.596	48.473	-204.904	2.333	8.2596	4.8473	4.8473
2585.25	82.763	48.03	-204.75	2.333	8.2763	4.803	4.803
2585.375	83.317	48.848	-204.729	2.331	8.3317	4.8848	4.8848
2585.5	83.22	48.413	-204.65	2.324	8.322	4.8413	4.8413
2585.625	83.055	48.501	-204.445	2.308	8.3055	4.8501	4.8501
2585.75	82.337	47.905	-204.537	2.304	8.2337	4.7905	4.7905
2585.875	84.354	47.099	-204.524	2.31	8.4354	4.7099	4.7099
2586	83.889	47.436	-204.392	2.323	8.3889	4.7436	4.7436
2586.125	82.324	46.311	-204.171	2.344	8.2324	4.6311	4.6311
2586.25	84.767	46.654	-203.933	2.373	8.4767	4.6654	4.6654
2586.375	83.29	45.88	-203.882	2.419	8.329	4.588	4.588
2586.5	83.314	46.394	-203.786	2.47	8.3314	4.6394	4.6394
2586.625	87.002	48.903	-203.75	2.488	8.7002	4.8903	4.8903
2586.75	89.654	48.878	-203.728	2.476	8.9654	4.8878	4.8878
2586.875	88.951	51.176	-203.709	2.45	8.8951	5.1176	5.1176
2587	89.894	51.71	-203.812	2.436	8.9894	5.171	5.171
2587.125	95.843	51.82	-203.863	2.423	9.5843	5.182	5.182
2587.25	97.422	51.139	-203.994	2.423	9.7422	5.1139	5.1139
2587.375	91.724	48.538	-204.091	2.433	9.1724	4.8538	4.8538
2587.5	85.315	44.401	-204.228	2.455	8.5315	4.4401	4.4401
2587.625	86.795	40.624	-204.572	2.489	8.6795	4.0624	4.0624
2587.75	86.754	38.336	-205.188	2.518	8.6754	3.8336	3.8336
2587.875	85.939	38.278	-205.388	2.504	8.5939	3.8278	3.8278
2588	84.204	40.198	-205.542	2.476	8.4204	4.0198	4.0198
2588.125	84.029	42.504	-205.555	2.46	8.4029	4.2504	4.2504
2588.25	86.823	43.65	-205.425	2.456	8.6823	4.365	4.365
2588.375	91.663	44.685	-205.371	2.438	9.1663	4.4685	4.4685
2588.5	94.863	46.164	-205.166	2.417	9.4863	4.6164	4.6164
2588.625	97.438	47.822	-204.961	2.401	9.7438	4.7822	4.7822
2588.75	98.474	48.967	-204.696	2.391	9.8474	4.8967	4.8967
2588.875	98.53	48.71	-204.426	2.388	9.853	4.871	4.871
2589	97.805	45.2	-204.243	2.391	9.7805	4.52	4.52
2589.125	92.308	42.837	-204.191	2.392	9.2308	4.2837	4.2837
2589.25	89.925	41.915	-204.093	2.412	8.9925	4.1915	4.1915
2589.375	89.618	42.847	-203.954	2.44	8.9618	4.2847	4.2847
2589.5	90.389	46.316	-203.776	2.465	9.0389	4.6316	4.6316
2589.625	92.649	47.651	-203.584	2.469	9.2649	4.7651	4.7651
2589.75	97.852	47.735	-203.435	2.425	9.7852	4.7735	4.7735
2589.875	98.96	46.18	-203.384	2.384	9.896	4.618	4.618
2590	98.708	44.712	-203.163	2.36	9.8708	4.4712	4.4712
2590.125	98.6	44.897	-202.906	2.348	9.86	4.4897	4.4897
2590.25	97.306	45.753	-202.85	2.347	9.7306	4.5753	4.5753
2590.375	94.477	46.342	-203.08	2.358	9.4477	4.6342	4.6342
2590.5	95.215	45.494	-203.183	2.371	9.5215	4.5494	4.5494
2590.625	95.719	44.202	-203.285	2.381	9.5719	4.4202	4.4202
2590.75	94.558	43.222	-203.35	2.377	9.4558	4.3222	4.3222
2590.875	94.69	42.817	-203.559	2.363	9.469	4.2817	4.2817
2591	95.614	42.339	-203.903	2.346	9.5614	4.2339	4.2339
2591.125	94.062	41.217	-204.21	2.34	9.4062	4.1217	4.1217
2591.25	91.601	42.74	-204.518	2.352	9.1601	4.274	4.274
2591.375	90.582	44.627	-204.65	2.356	9.0582	4.4627	4.4627
2591.5	91.191	45.3	-204.786	2.351	9.1191	4.53	4.53
2591.625	92.257	47.843	-204.854	2.346	9.2257	4.7843	4.7843
2591.75	93.911	45.218	-204.761	2.343	9.3911	4.5218	4.5218
2591.875	99.736	44.504	-204.505	2.332	9.9736	4.4504	4.4504
2592	102.907	43.948	-204.349	2.333	10.2907	4.3948	4.3948
2592.125	104.149	44.052	-204.273	2.335	10.4149	4.4052	4.4052
2592.25	103.962	46.147	-204.222	2.339	10.3962	4.6147	4.6147
2592.375	102.187	45.835	-204.171	2.342	10.2187	4.5835	4.5835
2592.5	98.708	45.974	-204.115	2.343	9.8708	4.5974	4.5974
2592.625	96.37	44.103	-204.012	2.352	9.637	4.4103	4.4103
2592.75	93.958	43.819	-203.91	2.364	9.3958	4.3819	4.3819
2592.875	92.412	46.326	-203.807	2.369	9.2412	4.6326	4.6326
2593	92.257	47.193	-203.819	2.366	9.2257	4.7193	4.7193
2593.125	92.78	51.49	-203.914	2.354	9.278	5.149	5.149
2593.25	91.629	53.639	-203.811	2.337	9.1629	5.3639	5.3639
2593.375	95.404	52.57	-203.606	2.332	9.5404	5.257	5.257
2593.5	96.62	49.968	-203.401	2.321	9.662	4.9968	4.9968
2593.625	97.083	48.286	-203.371	2.317	9.7083	4.8286	4.8286
2593.75	97.02	46.541	-203.491	2.327	9.702	4.6541	4.6541
2593.875	95.631	47.577	-203.651	2.355	9.5631	4.7577	4.7577
2594	91.282	45.279	-203.857	2.408	9.1282	4.5279	4.5279
2594.125	89.927	42.099	-204.155	2.466	8.9927	4.2099	4.2099
2594.25	88.263	40.101	-204.64	2.509	8.8263	4.0101	4.0101
2594.375	87.056	39.269	-205.035	2.525	8.7056	3.9269	3.9269
2594.5	86.844	40.752	-205.253	2.518	8.6844	4.0752	4.0752
2594.625	87.285	41.492	-205.505	2.513	8.7285	4.1492	4.1492
2594.75	89.706	41.226	-205.659	2.511	8.9706	4.1226	4.1226
2594.875	91.353	40.697	-205.771	2.51	9.1353	4.0697	4.0697
2595	91.657	40.695	-205.63	2.501	9.1657	4.0695	4.0695
2595.125	92.247	40.8	-205.399	2.48	9.2247	4.08	4.08
