DEPT	AC	GR	SP	DEN	por	per	sw
3118	89.322	76.407	-195.599	2.496	8.9322	7.6407	7.6407
3118.125	85.712	76.935	-195.647	2.523	8.5712	7.6935	7.6935
3118.25	83.68	81.486	-195.78	2.542	8.368	8.1486	8.1486
3118.375	85.284	84.567	-195.875	2.546	8.5284	8.4567	8.4567
3118.5	90.338	87.798	-195.833	2.536	9.0338	8.7798	8.7798
3118.625	93.579	88.96	-195.577	2.527	9.3579	8.896	8.896
3118.75	92.354	89.91	-195.708	2.528	9.2354	8.991	8.991
3118.875	90.43	89.984	-195.936	2.538	9.043	8.9984	8.9984
3119	87.254	86.395	-196.141	2.556	8.7254	8.6395	8.6395
3119.125	82.495	80.605	-196.28	2.581	8.2495	8.0605	8.0605
3119.25	76.775	70.836	-196.406	2.613	7.6775	7.0836	7.0836
3119.375	76.406	64.25	-196.867	2.635	7.6406	6.425	6.425
3119.5	75.374	60.084	-197.546	2.638	7.5374	6.0084	6.0084
3119.625	75.959	57.056	-198.038	2.632	7.5959	5.7056	5.7056
3119.75	77.187	58.102	-198.313	2.628	7.7187	5.8102	5.8102
3119.875	78.408	61.264	-198.447	2.627	7.8408	6.1264	6.1264
3120	81.814	65.515	-198.499	2.61	8.1814	6.5515	6.5515
3120.125	82.898	70.137	-198.6	2.596	8.2898	7.0137	7.0137
3120.25	81.511	73.599	-198.702	2.567	8.1511	7.3599	7.3599
3120.375	82.783	74.322	-198.613	2.549	8.2783	7.4322	7.4322
3120.5	85.829	73.542	-198.324	2.543	8.5829	7.3542	7.3542
3120.625	86.141	75.395	-197.975	2.539	8.6141	7.5395	7.5395
3120.75	85.526	77.213	-197.719	2.533	8.5526	7.7213	7.7213
3120.875	85.666	79.227	-197.463	2.527	8.5666	7.9227	7.9227
3121	84.94	80.945	-197.207	2.525	8.494	8.0945	8.0945
3121.125	80.248	79.71	-196.928	2.529	8.0248	7.971	7.971
3121.25	74.146	76.651	-196.654	2.539	7.4146	7.6651	7.6651
3121.375	78.659	72.629	-196.5	2.544	7.8659	7.2629	7.2629
3121.5	78.281	67.349	-196.449	2.547	7.8281	6.7349	6.7349
3121.625	80.091	62.698	-196.357	2.543	8.0091	6.2698	6.2698
3121.75	82.281	60.632	-196.197	2.532	8.2281	6.0632	6.0632
3121.875	85.339	57.877	-196.045	2.52	8.5339	5.7877	5.7877
3122	88.79	59.327	-196	2.511	8.879	5.9327	5.9327
3122.125	80.585	60.175	-196	2.503	8.0585	6.0175	6.0175
3122.25	83.695	61.157	-195.954	2.508	8.3695	6.1157	6.1157
3122.375	84.656	62.775	-195.973	2.507	8.4656	6.2775	6.2775
3122.5	86.591	64.187	-196.095	2.504	8.6591	6.4187	6.4187
3122.625	91.157	67.618	-196.301	2.505	9.1157	6.7618	6.7618
3122.75	94.875	68.325	-196.504	2.501	9.4875	6.8325	6.8325
3122.875	93.973	69.05	-196.658	2.502	9.3973	6.905	6.905
3123	92.506	69.626	-196.688	2.505	9.2506	6.9626	6.9626
3123.125	89.938	70.001	-196.688	2.509	8.9938	7.0001	7.0001
3123.25	87.718	74.986	-196.688	2.513	8.7718	7.4986	7.4986
3123.375	87.133	76.941	-196.672	2.515	8.7133	7.6941	7.6941
3123.5	86.026	78.734	-196.569	2.519	8.6026	7.8734	7.8734
3123.625	83.351	79.416	-196.467	2.509	8.3351	7.9416	7.9416
3123.75	85.241	78.923	-196.365	2.499	8.5241	7.8923	7.8923
3123.875	84.048	78.346	-196.287	2.493	8.4048	7.8346	7.8346
3124	80.144	76.826	-196.222	2.495	8.0144	7.6826	7.6826
3124.125	82.256	74.746	-196.114	2.513	8.2256	7.4746	7.4746
3124.25	80.533	73.01	-195.909	2.548	8.0533	7.301	7.301
3124.375	81.176	72.683	-195.789	2.567	8.1176	7.2683	7.2683
3124.5	81.651	73.786	-195.782	2.576	8.1651	7.3786	7.3786
3124.625	80.36	73.645	-195.792	2.572	8.036	7.3645	7.3645
3124.75	78.654	75.554	-195.722	2.557	7.8654	7.5554	7.5554
3124.875	84.521	77.566	-195.569	2.556	8.4521	7.7566	7.7566
3125	79.901	79.057	-195.365	2.56	7.9901	7.9057	7.9057
3125.125	78.144	78.836	-195.35	2.563	7.8144	7.8836	7.8836
3125.25	75.668	75.592	-195.402	2.569	7.5668	7.5592	7.5592
3125.375	71.185	70.005	-195.453	2.577	7.1185	7.0005	7.0005
3125.5	67.594	69.907	-195.521	2.579	6.7594	6.9907	6.9907
3125.625	81.543	71.025	-195.778	2.558	8.1543	7.1025	7.1025
3125.75	82.565	72.859	-196.167	2.541	8.2565	7.2859	7.2859
3125.875	79.82	74.36	-196.478	2.526	7.982	7.436	7.436
3126	78.241	71.856	-196.691	2.521	7.8241	7.1856	7.1856
3126.125	79.029	72.782	-196.813	2.527	7.9029	7.2782	7.2782
3126.25	77.962	70.727	-196.813	2.524	7.7962	7.0727	7.0727
3126.375	79.815	70.892	-196.813	2.521	7.9815	7.0892	7.0892
3126.5	77.132	72.251	-196.852	2.53	7.7132	7.2251	7.2251
3126.625	76.471	71.38	-196.847	2.541	7.6471	7.138	7.138
3126.75	78.523	75.907	-196.762	2.553	7.8523	7.5907	7.5907
3126.875	80.415	77.23	-196.614	2.566	8.0415	7.723	7.723
3127	82.385	77.295	-196.511	2.56	8.2385	7.7295	7.7295
3127.125	86.363	76.971	-196.409	2.55	8.6363	7.6971	7.6971
3127.25	89.597	76.236	-196.203	2.541	8.9597	7.6236	7.6236
3127.375	89.446	74.025	-195.97	2.54	8.9446	7.4025	7.4025
3127.5	87.544	71.777	-195.752	2.551	8.7544	7.1777	7.1777
3127.625	91.287	69.192	-195.499	2.561	9.1287	6.9192	6.9192
3127.75	90.425	68.511	-195.448	2.552	9.0425	6.8511	6.8511
3127.875	86.76	69.215	-195.397	2.531	8.676	6.9215	6.9215
3128	87.713	69.421	-195.257	2.518	8.7713	6.9421	6.9421
3128.125	90.014	67.638	-195.107	2.518	9.0014	6.7638	6.7638
3128.25	86.749	67.945	-195.077	2.52	8.6749	6.7945	6.7945
3128.375	77.6	70.021	-195.179	2.499	7.76	7.0021	7.0021
3128.5	88.148	73.188	-195.188	2.503	8.8148	7.3188	7.3188
3128.625	90.272	74.945	-195.331	2.53	9.0272	7.4945	7.4945
3128.75	90.992	71.501	-195.585	2.567	9.0992	7.1501	7.1501
3128.875	94.265	68.375	-195.866	2.594	9.4265	6.8375	6.8375
3129	95.582	66.358	-196.073	2.593	9.5582	6.6358	6.6358
3129.125	95.172	68.948	-196.329	2.577	9.5172	6.8948	6.8948
3129.25	93.649	75.191	-196.501	2.576	9.3649	7.5191	7.5191
3129.375	91.044	81.995	-196.563	2.577	9.1044	8.1995	8.1995
3129.5	87.963	85.381	-196.504	2.572	8.7963	8.5381	8.5381
3129.625	86.133	82.401	-196.358	2.554	8.6133	8.2401	8.2401
3129.75	89.989	78.53	-196.256	2.528	8.9989	7.853	7.853
3129.875	99.546	74.457	-196.105	2.51	9.9546	7.4457	7.4457
3130	99.895	71.43	-195.951	2.503	9.9895	7.143	7.143
3130.125	99.238	70.783	-195.823	2.492	9.9238	7.0783	7.0783
3130.25	99.068	67.464	-195.72	2.474	9.9068	6.7464	6.7464
3130.375	94.237	65.94	-195.614	2.462	9.4237	6.594	6.594
3130.5	93.334	63.274	-195.46	2.473	9.3334	6.3274	6.3274
3130.625	97.871	60.066	-195.307	2.492	9.7871	6.0066	6.0066
3130.75	97.545	57.742	-195.186	2.482	9.7545	5.7742	5.7742
3130.875	95.435	57.256	-195.125	2.449	9.5435	5.7256	5.7256
3131	97.752	57.012	-195.115	2.421	9.7752	5.7012	5.7012
3131.125	108.993	58.981	-195.064	2.439	10.8993	5.8981	5.8981
3131.25	102.995	61.403	-195.063	2.482	10.2995	6.1403	6.1403
3131.375	95.833	63.398	-195.14	2.526	9.5833	6.3398	6.3398
3131.5	93.212	64.916	-195.242	2.541	9.3212	6.4916	6.4916
3131.625	92.77	65.963	-195.28	2.531	9.277	6.5963	6.5963
3131.75	88.318	67.171	-195.188	2.526	8.8318	6.7171	6.7171
3131.875	85.938	68.524	-195.188	2.515	8.5938	6.8524	6.8524
3132	86.909	69.273	-195.457	2.521	8.6909	6.9273	6.9273
3132.125	90.829	69.38	-195.731	2.533	9.0829	6.938	6.938
3132.25	92.326	70.261	-195.965	2.538	9.2326	7.0261	7.0261
3132.375	90.096	67.948	-196.114	2.533	9.0096	6.7948	6.7948
3132.5	91.45	67.748	-196.063	2.533	9.145	6.7748	6.7748
3132.625	87.347	65.351	-195.96	2.507	8.7347	6.5351	6.5351
3132.75	90.873	62.117	-195.938	2.504	9.0873	6.2117	6.2117
3132.875	91.296	61.301	-195.938	2.505	9.1296	6.1301	6.1301
3133	86.756	59.615	-195.885	2.511	8.6756	5.9615	5.9615
3133.125	81.274	61.654	-195.744	2.524	8.1274	6.1654	6.1654
3133.25	81.069	65.499	-195.692	2.523	8.1069	6.5499	6.5499
3133.375	85.279	70.196	-195.641	2.523	8.5279	7.0196	7.0196
3133.5	89.028	74.408	-195.66	2.519	8.9028	7.4408	7.4408
3133.625	89.383	76.334	-195.592	2.523	8.9383	7.6334	7.6334
3133.75	86.656	74.764	-195.412	2.537	8.6656	7.4764	7.4764
3133.875	85.164	71.552	-195.314	2.545	8.5164	7.1552	7.1552
3134	94.805	67.123	-195.365	2.554	9.4805	6.7123	6.7123
3134.125	93.067	63.67	-195.458	2.561	9.3067	6.367	6.367
3134.25	87.136	62.805	-195.47	2.56	8.7136	6.2805	6.2805
3134.375	83.192	61.682	-195.399	2.557	8.3192	6.1682	6.1682
3134.5	84.669	66.168	-195.328	2.555	8.4669	6.6168	6.6168
3134.625	87.746	69.711	-195.431	2.555	8.7746	6.9711	6.9711
3134.75	83.172	72.06	-195.581	2.544	8.3172	7.206	7.206
3134.875	81.583	73.56	-195.589	2.514	8.1583	7.356	7.356
3135	85.088	74.556	-195.613	2.487	8.5088	7.4556	7.4556
3135.125	88.656	73.832	-195.744	2.481	8.8656	7.3832	7.3832
3135.25	83.334	71.614	-195.949	2.503	8.3334	7.1614	7.1614
3135.375	93.098	67.308	-196.154	2.545	9.3098	6.7308	6.7308
3135.5	90.893	63.457	-196.273	2.556	9.0893	6.3457	6.3457
3135.625	88.112	63.15	-196.281	2.549	8.8112	6.315	6.315
3135.75	86.577	68.209	-196.23	2.536	8.6577	6.8209	6.8209
3135.875	85.544	73.438	-196.169	2.525	8.5544	7.3438	7.3438
3136	85.79	75.583	-196.067	2.504	8.579	7.5583	7.5583
3136.125	88.593	74.163	-195.915	2.481	8.8593	7.4163	7.4163
3136.25	87.315	71.093	-195.761	2.48	8.7315	7.1093	7.1093
3136.375	85.829	69.656	-195.608	2.485	8.5829	6.9656	6.9656
3136.5	86.057	70.239	-195.485	2.497	8.6057	7.0239	7.0239
3136.625	87.453	74.173	-195.433	2.527	8.7453	7.4173	7.4173
3136.75	87.494	74.711	-195.382	2.565	8.7494	7.4711	7.4711
3136.875	86.615	75.244	-195.154	2.597	8.6615	7.5244	7.5244
3137	85.536	77.589	-195.029	2.6	8.5536	7.7589	7.7589
3137.125	85.651	75.713	-194.978	2.593	8.5651	7.5713	7.5713
3137.25	87.432	77.591	-194.916	2.597	8.7432	7.7591	7.7591
3137.375	89.278	75.072	-194.814	2.603	8.9278	7.5072	7.5072
3137.5	90.393	72.703	-194.61	2.598	9.0393	7.2703	7.2703
3137.625	86.966	72.15	-194.445	2.588	8.6966	7.215	7.215
3137.75	86.624	72.834	-194.403	2.571	8.6624	7.2834	7.2834
3137.875	87.211	74.068	-194.438	2.554	8.7211	7.4068	7.4068
3138	82.649	72.699	-194.438	2.548	8.2649	7.2699	7.2699
3138.125	81.295	70.588	-194.438	2.562	8.1295	7.0588	7.0588
3138.25	84.995	68.33	-194.575	2.581	8.4995	6.833	6.833
3138.375	86.951	67.684	-194.832	2.586	8.6951	6.7684	6.7684
3138.5	86.619	72.039	-195.07	2.559	8.6619	7.2039	7.2039
3138.625	84.54	75.188	-195.2	2.517	8.454	7.5188	7.5188
3138.75	81.381	80.136	-195.25	2.524	8.1381	8.0136	8.0136
3138.875	83.679	82.565	-195.25	2.556	8.3679	8.2565	8.2565
3139	86.27	80.751	-195.209	2.606	8.627	8.0751	8.0751
3139.125	87.211	74.756	-195.158	2.63	8.7211	7.4756	7.4756
3139.25	83.642	65.546	-195.07	2.624	8.3642	6.5546	6.5546
3139.375	75.669	60.726	-194.91	2.609	7.5669	6.0726	6.0726
3139.5	76.531	62.549	-194.704	2.603	7.6531	6.2549	6.2549
3139.625	77.015	66.85	-194.593	2.583	7.7015	6.685	6.685
3139.75	81.51	69.901	-194.527	2.574	8.151	6.9901	6.9901
3139.875	84.454	69.965	-194.377	2.583	8.4454	6.9965	6.9965
3140	83.839	67.629	-194.134	2.603	8.3839	6.7629	6.7629
3140.125	83.263	66.975	-193.935	2.61	8.3263	6.6975	6.6975
3140.25	83.592	68.007	-193.884	2.596	8.3592	6.8007	6.8007
3140.375	84.19	69.434	-193.791	2.566	8.419	6.9434	6.9434
3140.5	84.896	70.654	-193.596	2.559	8.4896	7.0654	7.0654
3140.625	86.234	74.805	-193.3	2.573	8.6234	7.4805	7.4805
3140.75	86.924	74.312	-192.983	2.588	8.6924	7.4312	7.4312
3140.875	79.539	74.976	-192.881	2.581	7.9539	7.4976	7.4976
3141	81.909	73.871	-192.875	2.592	8.1909	7.3871	7.3871
3141.125	82.819	71.661	-192.838	2.626	8.2819	7.1661	7.1661
3141.25	83.546	72.08	-192.813	2.63	8.3546	7.208	7.208
3141.375	85.007	70.488	-192.901	2.588	8.5007	7.0488	7.0488
3141.5	86.761	70.402	-193.206	2.525	8.6761	7.0402	7.0402
3141.625	86.186	70.853	-193.462	2.523	8.6186	7.0853	7.0853
3141.75	85.124	71.024	-193.718	2.548	8.5124	7.1024	7.1024
3141.875	85.968	70.595	-193.748	2.563	8.5968	7.0595	7.0595
3142	86.795	70.33	-193.667	2.555	8.6795	7.033	7.033
3142.125	85.529	69.894	-193.645	2.534	8.5529	6.9894	6.9894
3142.25	82.575	72.414	-193.747	2.536	8.2575	7.2414	7.2414
3142.375	82.3	74.467	-193.85	2.573	8.23	7.4467	7.4467
3142.5	83.642	74.248	-193.798	2.584	8.3642	7.4248	7.4248
3142.625	89.725	71.469	-193.668	2.581	8.9725	7.1469	7.1469
3142.75	91.454	65.565	-193.563	2.573	9.1454	6.5565	6.5565
3142.875	77.837	63.577	-193.553	2.571	7.7837	6.3577	6.3577
3143	82.924	64.362	-193.45	2.559	8.2924	6.4362	6.4362
3143.125	87.508	66.936	-193.303	2.56	8.7508	6.6936	6.6936
3143.25	86.107	69.237	-193.284	2.563	8.6107	6.9237	6.9237
3143.375	84.393	67.736	-193.268	2.576	8.4393	6.7736	6.7736
3143.5	86.026	69.806	-193.154	2.596	8.6026	6.9806	6.9806
3143.625	87.048	69.019	-193	2.598	8.7048	6.9019	6.9019
3143.75	85.981	69.892	-192.846	2.593	8.5981	6.9892	6.9892
3143.875	87.897	70.886	-192.692	2.597	8.7897	7.0886	7.0886
3144	88.962	68.972	-192.712	2.59	8.8962	6.8972	6.8972
3144.125	88.885	70.647	-192.865	2.574	8.8885	7.0647	7.0647
3144.25	88.691	71.823	-193	2.562	8.8691	7.1823	7.1823
3144.375	85.368	73.652	-193	2.552	8.5368	7.3652	7.3652
3144.5	84.085	75.392	-193.186	2.554	8.4085	7.5392	7.5392
3144.625	71.572	75.862	-193.495	2.583	7.1572	7.5862	7.5862
3144.75	62.368	73.914	-193.783	2.635	6.2368	7.3914	7.3914
3144.875	65.426	71.105	-193.95	2.675	6.5426	7.1105	7.1105
3145	75.93	68.484	-194.001	2.633	7.593	6.8484	6.8484
3145.125	83.765	66.739	-194.053	2.577	8.3765	6.6739	6.6739
3145.25	87.539	65.974	-193.98	2.529	8.7539	6.5974	6.5974
3145.375	86.909	65.774	-193.877	2.531	8.6909	6.5774	6.5774
3145.5	86.796	64.938	-193.794	2.564	8.6796	6.4938	6.4938
3145.625	90.721	68.429	-193.75	2.59	9.0721	6.8429	6.8429
3145.75	89.531	70.775	-193.75	2.601	8.9531	7.0775	7.0775
3145.875	91.17	72.64	-193.655	2.598	9.117	7.264	7.264
3146	91.144	74.873	-193.552	2.591	9.1144	7.4873	7.4873
3146.125	91.966	77.745	-193.45	2.58	9.1966	7.7745	7.7745
3146.25	94.078	80.283	-193.333	2.572	9.4078	8.0283	8.0283
3146.375	95.328	79.745	-193.182	2.584	9.5328	7.9745	7.9745
3146.5	97.584	77.134	-193.079	2.592	9.7584	7.7134	7.7134
3146.625	94.006	74.279	-193.105	2.606	9.4006	7.4279	7.4279
3146.75	90.022	73.315	-193.157	2.619	9.0022	7.3315	7.3315
3146.875	87.884	76.386	-193.147	2.634	8.7884	7.6386	7.6386
3147	87.704	74.984	-193.053	2.649	8.7704	7.4984	7.4984
3147.125	86.884	73.883	-193.002	2.641	8.6884	7.3883	7.3883
3147.25	81.46	72.943	-193.049	2.642	8.146	7.2943	7.2943
3147.375	80	72.763	-193.1	2.645	8	7.2763	7.2763
3147.5	80.92	74.386	-193.125	2.642	8.092	7.4386	7.4386
3147.625	83.479	76.306	-193.171	2.637	8.3479	7.6306	7.6306
3147.75	87.528	74.789	-193.329	2.642	8.7528	7.4789	7.4789
3147.875	87.856	73.698	-193.535	2.639	8.7856	7.3698	7.3698
3148	87.44	73.124	-193.695	2.625	8.744	7.3124	7.3124
3148.125	88.731	73.307	-193.75	2.613	8.8731	7.3307	7.3307
3148.25	90.207	76.479	-193.706	2.603	9.0207	7.6479	7.6479
3148.375	90.088	76.479	-193.604	2.593	9.0088	7.6479	7.6479
3148.5	88.078	74.689	-193.501	2.594	8.8078	7.4689	7.4689
3148.625	88.252	71.646	-193.45	2.609	8.8252	7.1646	7.1646
3148.75	89.591	68.753	-193.359	2.617	8.9591	6.8753	6.8753
3148.875	86.928	67.173	-193.228	2.634	8.6928	6.7173	6.7173
3149	84.863	63.839	-193.091	2.652	8.4863	6.3839	6.3839
3149.125	90.194	61.536	-192.994	2.651	9.0194	6.1536	6.1536
3149.25	86.994	59.916	-192.943	2.659	8.6994	5.9916	5.9916
3149.375	84.019	60.367	-192.846	2.64	8.4019	6.0367	6.0367
3149.5	83.298	63.154	-192.778	2.642	8.3298	6.3154	6.3154
3149.625	85.043	66.459	-192.75	2.645	8.5043	6.6459	6.6459
3149.75	87.265	68.337	-192.75	2.632	8.7265	6.8337	6.8337
3149.875	85.66	70.987	-192.748	2.612	8.566	7.0987	7.0987
3150	86.317	73.199	-192.646	2.616	8.6317	7.3199	7.3199
3150.125	87.463	75.155	-192.422	2.606	8.7463	7.5155	7.5155
3150.25	88	77.111	-192.283	2.597	8.8	7.7111	7.7111
3150.375	87.531	76.494	-192.232	2.591	8.7531	7.6494	7.6494
3150.5	86.241	76.23	-192.202	2.586	8.6241	7.623	7.623
3150.625	85.092	75.091	-192.304	2.604	8.5092	7.5091	7.5091
3150.75	82.401	75.56	-192.313	2.596	8.2401	7.556	7.556
3150.875	83.156	77.108	-192.492	2.543	8.3156	7.7108	7.7108
3151	85.73	75.586	-192.748	2.482	8.573	7.5586	7.5586
3151.125	87.646	73.531	-192.991	2.443	8.7646	7.3531	7.3531
3151.25	86.697	71.28	-193.19	2.43	8.6697	7.128	7.128
3151.375	81.979	68.595	-193.241	2.443	8.1979	6.8595	6.8595
3151.5	81.319	65.876	-193.25	2.496	8.1319	6.5876	6.5876
3151.625	80.954	63.61	-193.188	2.572	8.0954	6.361	6.361
3151.75	79.206	61.67	-193.145	2.65	7.9206	6.167	6.167
3151.875	75.685	58.884	-193.188	2.707	7.5685	5.8884	5.8884
3152	71.377	56.586	-193.188	2.716	7.1377	5.6586	5.6586
3152.125	67.311	50.191	-193.333	2.711	6.7311	5.0191	5.0191
3152.25	65.067	41.949	-193.524	2.718	6.5067	4.1949	4.1949
3152.375	64.571	39.629	-193.677	2.719	6.4571	3.9629	3.9629
3152.5	66.041	40.247	-193.75	2.707	6.6041	4.0247	4.0247
3152.625	69.651	48.032	-193.75	2.691	6.9651	4.8032	4.8032
3152.75	71.087	54.052	-193.75	2.672	7.1087	5.4052	5.4052
3152.875	75.213	58.391	-193.794	2.673	7.5213	5.8391	5.8391
3153	76.745	62.494	-193.813	2.68	7.6745	6.2494	6.2494
3153.125	77.107	64.857	-193.792	2.683	7.7107	6.4857	6.4857
3153.25	78.497	63.83	-193.73	2.672	7.8497	6.383	6.383
3153.375	80.548	59.232	-193.628	2.643	8.0548	5.9232	5.9232
3153.5	81.917	54.735	-193.775	2.622	8.1917	5.4735	5.4735
3153.625	82.776	52.962	-194.006	2.609	8.2776	5.2962	5.2962
3153.75	83.627	54.834	-194.235	2.608	8.3627	5.4834	5.4834
3153.875	83.158	57.464	-194.521	2.619	8.3158	5.7464	5.7464
3154	79.784	55.999	-195.003	2.633	7.9784	5.5999	5.5999
3154.125	78.594	53.447	-195.669	2.645	7.8594	5.3447	5.3447
3154.25	75.205	50.424	-196.291	2.647	7.5205	5.0424	5.0424
3154.375	78.352	46.522	-196.904	2.631	7.8352	4.6522	4.6522
3154.5	81.487	40.337	-197.474	2.613	8.1487	4.0337	4.0337
3154.625	79.196	34.454	-198.01	2.604	7.9196	3.4454	3.4454
3154.75	73.739	29.239	-198.625	2.597	7.3739	2.9239	2.9239
3154.875	75.637	26.252	-199.189	2.596	7.5637	2.6252	2.6252
3155	75.697	24.942	-199.673	2.582	7.5697	2.4942	2.4942
3155.125	75.685	23.828	-199.962	2.571	7.5685	2.3828	2.3828
3155.25	75.35	22.864	-200.045	2.565	7.535	2.2864	2.2864
3155.375	73.791	24.436	-199.987	2.562	7.3791	2.4436	2.4436
3155.5	72.519	27.718	-199.885	2.588	7.2519	2.7718	2.7718
3155.625	69.612	30.73	-199.459	2.621	6.9612	3.073	3.073
3155.75	72.812	32.815	-198.927	2.651	7.2812	3.2815	3.2815
3155.875	77.525	35.27	-198.363	2.661	7.7525	3.527	3.527
3156	79.228	34.41	-197.799	2.65	7.9228	3.441	3.441
3156.125	76.581	39.234	-197.237	2.646	7.6581	3.9234	3.9234
3156.25	75.884	47.17	-196.776	2.624	7.5884	4.717	4.717
3156.375	84.076	58.567	-196.148	2.597	8.4076	5.8567	5.8567
3156.5	88.155	72.258	-195.512	2.567	8.8155	7.2258	7.2258
3156.625	88.837	77.641	-194.992	2.549	8.8837	7.7641	7.7641
3156.75	90.175	76.862	-194.648	2.554	9.0175	7.6862	7.6862
3156.875	86.401	69.062	-194.392	2.574	8.6401	6.9062	6.9062
3157	79.294	61.291	-194.088	2.59	7.9294	6.1291	6.1291
3157.125	78.048	56.086	-194	2.6	7.8048	5.6086	5.6086
3157.25	79.076	50.599	-194.076	2.606	7.9076	5.0599	5.0599
3157.375	79.632	50.863	-194.216	2.611	7.9632	5.0863	5.0863
3157.5	79.207	49.066	-194.313	2.611	7.9207	4.9066	4.9066
3157.625	75.679	48.371	-194.313	2.624	7.5679	4.8371	4.8371
3157.75	74.277	48.024	-194.227	2.635	7.4277	4.8024	4.8024
3157.875	75.166	47.773	-194.124	2.639	7.5166	4.7773	4.7773
3158	76.727	52.017	-194.022	2.641	7.6727	5.2017	5.2017
3158.125	77.761	54.312	-193.901	2.639	7.7761	5.4312	5.4312
3158.25	79.771	55.734	-193.696	2.628	7.9771	5.5734	5.5734
3158.375	80.757	54.282	-193.49	2.625	8.0757	5.4282	5.4282
3158.5	79.967	51.865	-193.323	2.621	7.9967	5.1865	5.1865
3158.625	80.519	52.917	-193.17	2.618	8.0519	5.2917	5.2917
3158.75	83.168	55.572	-193.016	2.611	8.3168	5.5572	5.5572
3158.875	86.432	60.375	-192.858	2.592	8.6432	6.0375	6.0375
3159	88.647	62.828	-192.653	2.57	8.8647	6.2828	6.2828
3159.125	86.435	61.878	-192.581	2.565	8.6435	6.1878	6.1878
3159.25	82.703	57.701	-192.596	2.575	8.2703	5.7701	5.7701
3159.375	77.627	51.073	-192.603	2.596	7.7627	5.1073	5.1073
3159.5	72.879	45.327	-192.52	2.623	7.2879	4.5327	4.5327
3159.625	73.987	42.267	-192.315	2.656	7.3987	4.2267	4.2267
3159.75	66.742	41.414	-192.313	2.673	6.6742	4.1414	4.1414
3159.875	68.64	41.343	-192.391	2.689	6.864	4.1343	4.1343
3160	70.255	40.24	-192.466	2.703	7.0255	4.024	4.024
3160.125	70.043	37.305	-192.534	2.712	7.0043	3.7305	3.7305
3160.25	71.598	36.901	-192.647	2.708	7.1598	3.6901	3.6901
3160.375	76.152	42.205	-192.853	2.667	7.6152	4.2205	4.2205
3160.5	81.656	52.576	-193.058	2.582	8.1656	5.2576	5.2576
3160.625	83.004	64.73	-193.228	2.517	8.3004	6.473	6.473
3160.75	86.783	73.009	-193.313	2.489	8.6783	7.3009	7.3009
3160.875	94.312	73.256	-193.301	2.491	9.4312	7.3256	7.3256
3161	96.2	73.636	-193.249	2.502	9.62	7.3636	7.3636
3161.125	93	72.18	-193.198	2.504	9.3	7.218	7.218
3161.25	92.904	70.845	-193.106	2.504	9.2904	7.0845	7.0845
3161.375	94.784	71.511	-193.004	2.514	9.4784	7.1511	7.1511
3161.5	95.318	67.586	-192.883	2.527	9.5318	6.7586	6.7586
3161.625	92.49	68.631	-192.75	2.528	9.249	6.8631	6.8631
3161.75	93.516	64.909	-192.75	2.513	9.3516	6.4909	6.4909
3161.875	87.612	58.773	-192.656	2.542	8.7612	5.8773	5.8773
3162	81.118	52.511	-192.589	2.575	8.1118	5.2511	5.2511
3162.125	76.311	46.594	-192.538	2.611	7.6311	4.6594	4.6594
3162.25	72.962	44.461	-192.513	2.637	7.2962	4.4461	4.4461
3162.375	68.936	44.934	-192.569	2.63	6.8936	4.4934	4.4934
3162.5	72.095	45.36	-192.723	2.629	7.2095	4.536	4.536
3162.625	70.761	45.957	-192.708	2.624	7.0761	4.5957	4.5957
3162.75	74.703	48.228	-192.657	2.611	7.4703	4.8228	4.8228
3162.875	83.438	54.314	-192.645	2.59	8.3438	5.4314	5.4314
3163	92.501	63.574	-192.696	2.558	9.2501	6.3574	6.3574
3163.125	97.63	73.159	-192.747	2.498	9.763	7.3159	7.3159
3163.25	102.991	77.423	-192.702	2.423	10.2991	7.7423	7.7423
3163.375	108.903	74.379	-192.65	2.354	10.8903	7.4379	7.4379
3163.5	114.775	66.318	-192.703	2.296	11.4775	6.6318	6.6318
3163.625	120.105	60.208	-192.857	2.247	12.0105	6.0208	6.0208
3163.75	124.542	61.756	-193.007	2.202	12.4542	6.1756	6.1756
3163.875	127.989	64.637	-193.11	2.186	12.7989	6.4637	6.4637
3164	120.414	67.284	-193.081	2.194	12.0414	6.7284	6.7284
3164.125	118.815	68.474	-193.063	2.228	11.8815	6.8474	6.8474
3164.25	118.047	65.035	-193.02	2.274	11.8047	6.5035	6.5035
3164.375	112.899	68.094	-192.928	2.317	11.2899	6.8094	6.8094
3164.5	112.12	67.957	-192.876	2.344	11.212	6.7957	6.7957
3164.625	111.42	68.042	-192.725	2.361	11.142	6.8042	6.8042
3164.75	108.087	68.204	-192.572	2.377	10.8087	6.8204	6.8204
3164.875	104.921	66.292	-192.473	2.397	10.4921	6.6292	6.6292
3165	102.506	66.616	-192.373	2.423	10.2506	6.6616	6.6616
3165.125	99.868	66.488	-192.173	2.457	9.9868	6.6488	6.6488
3165.25	97.488	65.246	-192.019	2.482	9.7488	6.5246	6.5246
3165.375	94.897	64.708	-191.91	2.51	9.4897	6.4708	6.4708
3165.5	93.649	65.585	-191.875	2.521	9.3649	6.5585	6.5585
3165.625	94.179	65.762	-191.897	2.525	9.4179	6.5762	6.5762
3165.75	95.849	68.883	-191.904	2.527	9.5849	6.8883	6.8883
